Gene Symbol,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7
SCN2B,0.0866,0.592,0.248,2,hsa-miR-5585-3p,hsa-miR-4722-3p,,,,,
SLC7A14,0.0866,0.592,0.248,2,hsa-miR-5585-3p,hsa-miR-4722-3p,,,,,
ZNF91,0.0356,0.592,0.151,2,hsa-miR-5585-3p,hsa-miR-4722-3p,,,,,
FKBP14,0.326,0.592,0.582,2,hsa-miR-5587-5p,hsa-miR-4722-3p,,,,,
NUP98,0.162,0.592,0.361,2,hsa-miR-5591-5p,hsa-miR-4722-3p,,,,,
TTC9C,0.169,0.592,0.372,2,hsa-miR-5591-5p,hsa-miR-4722-3p,,,,,
C9orf3,0.128,0.592,0.312,2,hsa-miR-6722-3p,hsa-miR-4722-3p,,,,,
RNF157,0.293,0.592,0.539,2,hsa-miR-6722-3p,hsa-miR-4722-3p,,,,,
FAM136A,0.0679,0.592,0.215,2,hsa-miR-6769b-5p,hsa-miR-4722-3p,,,,,
SLIT1,0.0679,0.592,0.215,2,hsa-miR-6769b-5p,hsa-miR-4722-3p,,,,,
MEF2D,0.432,0.609,0.727,2,hsa-miR-6769b-5p,hsa-miR-4722-3p,,,,,
MFSD6,0.0834,0.592,0.242,2,hsa-miR-6802-3p,hsa-miR-4722-3p,,,,,
PPIC,0.273,0.592,0.512,2,hsa-miR-6802-3p,hsa-miR-4722-3p,,,,,
7-Mar,0.00301,0.585,0.0431,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
ABL2,0.314,0.592,0.566,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
ACO1,0.0189,0.592,0.108,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
AGMO,0.0246,0.592,0.124,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
AGTPBP1,0.165,0.592,0.366,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
AP1S3,0.132,0.592,0.318,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
APTX,0.0649,0.592,0.21,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
C3orf62,0.0771,0.592,0.232,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
CABP4,0.257,0.592,0.49,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
CENPM,0.146,0.592,0.339,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
CNDP1,0.0965,0.592,0.264,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
COMMD2,0.0834,0.592,0.242,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
CTNS,0.0649,0.592,0.21,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
DARS2,0.216,0.592,0.436,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
DCP1A,0.0591,0.592,0.199,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
DENND5B,0.249,0.592,0.479,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
FKTN,0.11,0.592,0.285,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
GGPS1,0.0288,0.592,0.135,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
GRK3,0.173,0.592,0.377,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
HPSE,0.146,0.592,0.339,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
INO80,0.0535,0.592,0.189,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
LETM2,0.0404,0.592,0.162,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
LRIF1,0.237,0.592,0.463,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
LRP10,0.162,0.592,0.361,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
MACC1,0.326,0.592,0.582,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
MCM8,0.212,0.592,0.431,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
MRE11,0.22,0.592,0.442,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
MTRF1L,0.158,0.592,0.356,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
NQO2,0.146,0.592,0.339,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
NT5C2,0.143,0.592,0.334,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
OGFOD1,0.0508,0.592,0.183,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
PCCB,0.265,0.592,0.501,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
PIWIL1,0.0429,0.592,0.167,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
PLEKHM3,0.173,0.592,0.377,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
RAPGEF1,0.208,0.592,0.426,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
RGS17,0.128,0.592,0.312,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
SEC23IP,0.038,0.592,0.156,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
SLC25A45,0.241,0.592,0.469,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
SLC26A2,0.146,0.592,0.339,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
STPG1,0.0591,0.592,0.199,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
TLCD2,0.249,0.592,0.479,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
TOP3A,0.0122,0.592,0.0862,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
TTLL12,0.297,0.592,0.544,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
VEZT,0.0771,0.592,0.232,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
ZDHHC15,0.0999,0.592,0.269,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
ZNF106,0.197,0.592,0.409,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
ZNF677,0.0356,0.592,0.151,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
ZNF716,0.143,0.592,0.334,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
ZNF786,0.216,0.592,0.436,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
NPR1,0.366,0.595,0.636,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
HMGB1,0.559,0.645,0.921,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
LRRC58,0.644,0.689,1.07,2,hsa-miR-6829-3p,hsa-miR-4722-3p,,,,,
NMNAT1,0.11,0.592,0.285,2,hsa-miR-6847-3p,hsa-miR-4722-3p,,,,,
ACAD8,0.038,0.592,0.156,2,hsa-miR-7703,hsa-miR-4722-3p,,,,,
CDC14B,0.318,0.592,0.571,2,hsa-miR-7703,hsa-miR-4722-3p,,,,,
FRMD8,0.0455,0.592,0.172,2,hsa-miR-7703,hsa-miR-4722-3p,,,,,
GMPR,0.0771,0.592,0.232,2,hsa-miR-7703,hsa-miR-4722-3p,,,,,
POLQ,0.237,0.592,0.463,2,hsa-miR-7703,hsa-miR-4722-3p,,,,,
PTCHD3,0.0649,0.592,0.21,2,hsa-miR-7703,hsa-miR-4722-3p,,,,,
TACR2,0.0154,0.592,0.097,2,hsa-miR-7703,hsa-miR-4722-3p,,,,,
TIMM29,0.277,0.592,0.517,2,hsa-miR-7703,hsa-miR-4722-3p,,,,,
AKIRIN1,0.208,0.592,0.426,2,hsa-miR-7854-3p,hsa-miR-4722-3p,,,,,
ABCC5,0.107,0.592,0.28,2,hsa-miR-1229-3p,hsa-miR-4741,,,,,
DMRT2,0.0932,0.592,0.259,2,hsa-miR-1253,hsa-miR-4741,,,,,
ADM2,0.0965,0.592,0.264,2,hsa-miR-134-3p,hsa-miR-4741,,,,,
MAPK1,0.597,0.659,0.986,2,hsa-miR-6829-3p,hsa-miR-4741,,,,,
MBD3,0.0866,0.592,0.248,2,hsa-miR-7703,hsa-miR-4741,,,,,
POU2F3,0.0965,0.592,0.264,2,hsa-miR-7703,hsa-miR-4741,,,,,
RNF4,0.0834,0.592,0.242,2,hsa-miR-7703,hsa-miR-4741,,,,,
PER1,0.314,0.592,0.566,2,hsa-miR-1227-5p,hsa-miR-4749-5p,,,,,
SBK1,0.185,0.592,0.393,2,hsa-miR-1227-5p,hsa-miR-4749-5p,,,,,
NFAT5,0.443,0.612,0.743,2,hsa-miR-1253,hsa-miR-4749-5p,,,,,
FNDC3B,0.245,0.592,0.474,2,hsa-miR-371b-5p,hsa-miR-4749-5p,,,,,
C3orf36,0.158,0.592,0.356,2,hsa-miR-4282,hsa-miR-4749-5p,,,,,
OTUD4,0.285,0.592,0.528,2,hsa-miR-4282,hsa-miR-4749-5p,,,,,
AKT1S1,0.124,0.592,0.307,2,hsa-miR-4741,hsa-miR-4749-5p,,,,,
BARHL1,0.0899,0.592,0.253,2,hsa-miR-4741,hsa-miR-4749-5p,,,,,
SBF1,0.228,0.592,0.452,2,hsa-miR-4741,hsa-miR-4749-5p,,,,,
MLLT1,0.546,0.639,0.9,2,hsa-miR-4741,hsa-miR-4749-5p,,,,,
ZNF562,0.338,0.592,0.598,2,hsa-miR-548h-5p,hsa-miR-4749-5p,,,,,
SLC47A1,0.107,0.592,0.28,2,hsa-miR-5591-5p,hsa-miR-4749-5p,,,,,
NFIX,0.416,0.608,0.706,2,hsa-miR-6769b-5p,hsa-miR-4749-5p,,,,,
CTTN,0.0508,0.592,0.183,2,hsa-miR-6847-3p,hsa-miR-4749-5p,,,,,
SETD7,0.261,0.592,0.496,2,hsa-miR-1229-3p,hsa-miR-548h-5p,,,,,
KHSRP,0.61,0.667,1.01,2,hsa-miR-1253,hsa-miR-548h-5p,,,,,
PTP4A1,0.432,0.609,0.727,2,hsa-miR-218-2-3p,hsa-miR-548h-5p,,,,,
HOXA13,0.338,0.592,0.598,2,hsa-miR-412-3p,hsa-miR-548h-5p,,,,,
XIAP,0.742,0.76,1.28,2,hsa-miR-412-3p,hsa-miR-548h-5p,,,,,
SDE2,0.257,0.592,0.49,2,hsa-miR-4282,hsa-miR-548h-5p,,,,,
TRA2B,0.189,0.592,0.399,2,hsa-miR-4282,hsa-miR-548h-5p,,,,,
HIST1H2BD,0.342,0.593,0.603,2,hsa-miR-4282,hsa-miR-548h-5p,,,,,
ATP5G3,0.273,0.592,0.512,2,hsa-miR-4524b-5p,hsa-miR-548h-5p,,,,,
GPR27,0.0932,0.592,0.259,2,hsa-miR-4524b-5p,hsa-miR-548h-5p,,,,,
ZNRF2,0.22,0.592,0.442,2,hsa-miR-4524b-5p,hsa-miR-548h-5p,,,,,
ZBTB37,0.512,0.627,0.846,2,hsa-miR-5587-5p,hsa-miR-548h-5p,,,,,
LYRM2,0.15,0.592,0.345,2,hsa-miR-6829-3p,hsa-miR-548h-5p,,,,,
MAP2K4,0.128,0.592,0.312,2,hsa-miR-7703,hsa-miR-548h-5p,,,,,
PCMTD1,0.181,0.592,0.388,2,hsa-miR-7703,hsa-miR-548h-5p,,,,,
SIX4,0.389,0.597,0.668,2,hsa-miR-7703,hsa-miR-548h-5p,,,,,
CACNG8,0.539,0.639,0.889,2,hsa-miR-371b-5p,hsa-miR-5585-3p,,,,,
MARCKS,0.0709,0.592,0.221,2,hsa-miR-4282,hsa-miR-5585-3p,,,,,
CTC1,0.273,0.592,0.512,2,hsa-miR-4749-5p,hsa-miR-5585-3p,,,,,
BRIX1,0.277,0.592,0.517,2,hsa-miR-548h-5p,hsa-miR-5585-3p,,,,,
HIST1H2BK,0.11,0.592,0.285,2,hsa-miR-218-2-3p,hsa-miR-5587-5p,,,,,
CDK6,0.613,0.668,1.01,2,hsa-miR-371b-5p,hsa-miR-5587-5p,,,,,
RAB5C,0.293,0.592,0.539,2,hsa-miR-4282,hsa-miR-5587-5p,,,,,
CNKSR3,0.447,0.612,0.749,2,hsa-miR-4524b-5p,hsa-miR-5587-5p,,,,,
MC2R,0.132,0.592,0.318,2,hsa-miR-4722-3p,hsa-miR-5587-5p,,,,,
TIMM8B,0.0267,0.592,0.129,2,hsa-miR-4741,hsa-miR-5587-5p,,,,,
ZBTB43,0.181,0.592,0.388,2,hsa-miR-548h-5p,hsa-miR-5587-5p,,,,,
ZNF662,0.0288,0.592,0.135,2,hsa-miR-5591-5p,hsa-miR-5587-5p,,,,,
ZNF764,0.0154,0.592,0.097,2,hsa-miR-6769b-5p,hsa-miR-5587-5p,,,,,
UBL3,0.074,0.592,0.226,2,hsa-miR-6847-3p,hsa-miR-5587-5p,,,,,
KLHL21,0.381,0.595,0.657,2,hsa-miR-6847-3p,hsa-miR-5587-5p,,,,,
CDK5R1,0.0288,0.592,0.135,2,hsa-miR-7703,hsa-miR-5587-5p,,,,,
ERC1,0.169,0.592,0.372,2,hsa-miR-1229-3p,hsa-miR-5591-5p,,,,,
SCD,0.588,0.657,0.97,2,hsa-miR-1229-3p,hsa-miR-5591-5p,,,,,
PAQR5,0.165,0.592,0.366,2,hsa-miR-1253,hsa-miR-5591-5p,,,,,
PYCR1,0.062,0.592,0.205,2,hsa-miR-1253,hsa-miR-5591-5p,,,,,
FIBCD1,0.0965,0.592,0.264,2,hsa-miR-412-3p,hsa-miR-5591-5p,,,,,
WASF2,0.35,0.595,0.614,2,hsa-miR-412-3p,hsa-miR-5591-5p,,,,,
ARL8A,0.224,0.592,0.447,2,hsa-miR-4749-5p,hsa-miR-5591-5p,,,,,
SMCR8,0.428,0.609,0.722,2,hsa-miR-6829-3p,hsa-miR-5591-5p,,,,,
AP1G1,0.0899,0.592,0.253,2,hsa-miR-7151-5p,hsa-miR-5591-5p,,,,,
ANKFY1,0.285,0.592,0.528,2,hsa-miR-7703,hsa-miR-5591-5p,,,,,
PPIL6,0.0771,0.592,0.232,2,hsa-miR-7703,hsa-miR-5591-5p,,,,,
ABL1,0.15,0.592,0.345,2,hsa-miR-7854-3p,hsa-miR-5591-5p,,,,,
MCFD2,0.265,0.592,0.501,2,hsa-miR-7854-3p,hsa-miR-5591-5p,,,,,
MECP2,0.22,0.592,0.442,2,hsa-miR-1253,hsa-miR-660-5p,,,,,
BZW1,0.484,0.622,0.803,2,hsa-miR-4524b-5p,hsa-miR-660-5p,,,,,
CERS4,0.281,0.592,0.523,2,hsa-miR-4722-3p,hsa-miR-660-5p,,,,,
ADM,0.2,0.592,0.415,2,hsa-miR-6769b-5p,hsa-miR-660-5p,,,,,
C1orf56,0.0246,0.592,0.124,2,hsa-miR-7151-5p,hsa-miR-660-5p,,,,,
ATP13A4,0.0834,0.592,0.242,2,hsa-miR-7703,hsa-miR-660-5p,,,,,
LANCL3,0.158,0.592,0.356,2,hsa-miR-7703,hsa-miR-660-5p,,,,,
SLC25A22,0.0834,0.592,0.242,2,hsa-miR-1227-5p,hsa-miR-6722-3p,,,,,
UBBP4,0.0649,0.592,0.21,2,hsa-miR-1227-5p,hsa-miR-6722-3p,,,,,
HNRNPA3,0.169,0.592,0.372,2,hsa-miR-1229-3p,hsa-miR-6722-3p,,,,,
CALM3,0.334,0.592,0.593,2,hsa-miR-1253,hsa-miR-6722-3p,,,,,
NDUFB11,0.0965,0.592,0.264,2,hsa-miR-1253,hsa-miR-6722-3p,,,,,
SLC4A2,0.0999,0.592,0.269,2,hsa-miR-1253,hsa-miR-6722-3p,,,,,
ATXN7L3,0.237,0.592,0.463,2,hsa-miR-412-3p,hsa-miR-6722-3p,,,,,
SPRED1,0.362,0.595,0.63,2,hsa-miR-4524b-5p,hsa-miR-6722-3p,,,,,
SBNO1,0.473,0.62,0.786,2,hsa-miR-4524b-5p,hsa-miR-6722-3p,,,,,
CC2D1B,0.0709,0.592,0.221,2,hsa-miR-4749-5p,hsa-miR-6722-3p,,,,,
ELFN2,0.281,0.592,0.523,2,hsa-miR-5591-5p,hsa-miR-6722-3p,,,,,
HSP90AB1,0.189,0.592,0.399,2,hsa-miR-5591-5p,hsa-miR-6722-3p,,,,,
NFASC,0.0999,0.592,0.269,2,hsa-miR-5591-5p,hsa-miR-6722-3p,,,,,
NIF3L1,0.0246,0.592,0.124,2,hsa-miR-5591-5p,hsa-miR-6722-3p,,,,,
MCL1,0.289,0.592,0.533,2,hsa-miR-6829-3p,hsa-miR-6722-3p,,,,,
LNPK,0.289,0.592,0.533,2,hsa-miR-6847-3p,hsa-miR-6722-3p,,,,,
KLLN,0.162,0.592,0.361,2,hsa-miR-7703,hsa-miR-6722-3p,,,,,
NUP35,0.0429,0.592,0.167,2,hsa-miR-7703,hsa-miR-6722-3p,,,,,
MAP2K3,0.0999,0.592,0.269,2,hsa-miR-1227-5p,hsa-miR-6769b-5p,,,,,
AP2M1,0.169,0.592,0.372,2,hsa-miR-1229-3p,hsa-miR-6769b-5p,,,,,
MDK,0.146,0.592,0.339,2,hsa-miR-1229-3p,hsa-miR-6769b-5p,,,,,
MPP2,0.158,0.592,0.356,2,hsa-miR-1229-3p,hsa-miR-6769b-5p,,,,,
PPP6R1,0.273,0.592,0.512,2,hsa-miR-1229-3p,hsa-miR-6769b-5p,,,,,
TRAF6,0.177,0.592,0.382,2,hsa-miR-1253,hsa-miR-6769b-5p,,,,,
PABPN1,0.366,0.595,0.636,2,hsa-miR-1253,hsa-miR-6769b-5p,,,,,
ZBTB46,0.322,0.592,0.576,2,hsa-miR-3130-3p,hsa-miR-6769b-5p,,,,,
PLEKHG3,0.132,0.592,0.318,2,hsa-miR-371b-5p,hsa-miR-6769b-5p,,,,,
YIPF4,0.597,0.659,0.986,2,hsa-miR-371b-5p,hsa-miR-6769b-5p,,,,,
MRPS16,0.309,0.592,0.56,2,hsa-miR-4282,hsa-miR-6769b-5p,,,,,
ATXN2,0.124,0.592,0.307,2,hsa-miR-4524b-5p,hsa-miR-6769b-5p,,,,,
VEGFA,0.397,0.599,0.679,2,hsa-miR-4524b-5p,hsa-miR-6769b-5p,,,,,
SP110,0.117,0.592,0.296,2,hsa-miR-4722-3p,hsa-miR-6769b-5p,,,,,
KMT2A,0.338,0.592,0.598,2,hsa-miR-4741,hsa-miR-6769b-5p,,,,,
ANP32B,0.2,0.592,0.415,2,hsa-miR-548h-5p,hsa-miR-6769b-5p,,,,,
CELSR3,0.177,0.592,0.382,2,hsa-miR-548h-5p,hsa-miR-6769b-5p,,,,,
HOXA7,0.0802,0.592,0.237,2,hsa-miR-5591-5p,hsa-miR-6769b-5p,,,,,
SPRY4,0.439,0.611,0.738,2,hsa-miR-5591-5p,hsa-miR-6769b-5p,,,,,
COL4A3BP,0.237,0.592,0.463,2,hsa-miR-660-5p,hsa-miR-6769b-5p,,,,,
CLASP1,0.15,0.592,0.345,2,hsa-miR-6722-3p,hsa-miR-6769b-5p,,,,,
RAB5B,0.594,0.659,0.98,2,hsa-miR-6722-3p,hsa-miR-6769b-5p,,,,,
METTL21A,0.143,0.592,0.334,2,hsa-miR-6829-3p,hsa-miR-6769b-5p,,,,,
RPL14,0.253,0.592,0.485,2,hsa-miR-6847-3p,hsa-miR-6769b-5p,,,,,
ATL2,0.074,0.592,0.226,2,hsa-miR-7703,hsa-miR-6769b-5p,,,,,
LRTOMT,0.132,0.592,0.318,2,hsa-miR-7703,hsa-miR-6769b-5p,,,,,
TMEM239,0.265,0.592,0.501,2,hsa-miR-7703,hsa-miR-6769b-5p,,,,,
FAM83F,0.381,0.595,0.657,2,hsa-miR-7703,hsa-miR-6769b-5p,,,,,
APH1A,0.0899,0.592,0.253,2,hsa-miR-7854-3p,hsa-miR-6769b-5p,,,,,
RNF185,0.0679,0.592,0.215,2,hsa-miR-7854-3p,hsa-miR-6769b-5p,,,,,
GIPC1,0.232,0.592,0.458,2,hsa-miR-4749-5p,hsa-miR-6774-3p,,,,,
MRO,0.338,0.592,0.598,2,hsa-miR-7703,hsa-miR-6774-3p,,,,,
CALCOCO2,0.165,0.592,0.366,2,hsa-miR-1229-3p,hsa-miR-6802-3p,,,,,
JMY,0.139,0.592,0.329,2,hsa-miR-1229-3p,hsa-miR-6802-3p,,,,,
FAM199X,0.0333,0.592,0.145,2,hsa-miR-1253,hsa-miR-6802-3p,,,,,
LIMA1,0.189,0.592,0.399,2,hsa-miR-371b-5p,hsa-miR-6802-3p,,,,,
YTHDF3,0.0333,0.592,0.145,2,hsa-miR-4282,hsa-miR-6802-3p,,,,,
FAM126B,0.454,0.614,0.76,2,hsa-miR-7703,hsa-miR-6802-3p,,,,,
NKX2-2,0.0189,0.592,0.108,2,hsa-miR-1227-5p,hsa-miR-6829-3p,,,,,
OPA3,0.269,0.592,0.506,2,hsa-miR-1229-3p,hsa-miR-6829-3p,,,,,
DCAF10,0.0455,0.592,0.172,2,hsa-miR-1253,hsa-miR-6829-3p,,,,,
OXA1L,0.0591,0.592,0.199,2,hsa-miR-1253,hsa-miR-6829-3p,,,,,
TXNRD3NB,0.0508,0.592,0.183,2,hsa-miR-134-3p,hsa-miR-6829-3p,,,,,
MAP3K9,0.385,0.596,0.663,2,hsa-miR-3130-3p,hsa-miR-6829-3p,,,,,
DFFA,0.277,0.592,0.517,2,hsa-miR-371b-5p,hsa-miR-6829-3p,,,,,
FLYWCH2,0.121,0.592,0.302,2,hsa-miR-371b-5p,hsa-miR-6829-3p,,,,,
MCM4,0.0932,0.592,0.259,2,hsa-miR-371b-5p,hsa-miR-6829-3p,,,,,
DIO2,0.0207,0.592,0.113,2,hsa-miR-4282,hsa-miR-6829-3p,,,,,
PANK3,0.314,0.592,0.566,2,hsa-miR-4282,hsa-miR-6829-3p,,,,,
FAM71F2,0.469,0.619,0.781,2,hsa-miR-4282,hsa-miR-6829-3p,,,,,
CDC25A,0.0999,0.592,0.269,2,hsa-miR-4524b-5p,hsa-miR-6829-3p,,,,,
TRIM35,0.128,0.592,0.312,2,hsa-miR-4524b-5p,hsa-miR-6829-3p,,,,,
BAIAP2L1,0.0171,0.592,0.102,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
CDT1,0.0932,0.592,0.259,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
CENPI,0.0267,0.592,0.129,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
CNNM1,0.0108,0.592,0.0808,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
DNASE2,0.0679,0.592,0.215,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
ERCC6L2,0.107,0.592,0.28,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
ETFDH,0.0429,0.592,0.167,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
GTF3C6,0.173,0.592,0.377,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
KDSR,0.11,0.592,0.285,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
KIAA0408,0.177,0.592,0.382,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
LMAN2L,0.031,0.592,0.14,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
METTL2B,0.193,0.592,0.404,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
PALM2,0.2,0.592,0.415,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
PIAS2,0.0965,0.592,0.264,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
RFC2,0.232,0.592,0.458,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
RGP1,0.216,0.592,0.436,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
UGGT2,0.0189,0.592,0.108,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
VTA1,0.0649,0.592,0.21,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
ZNF573,0.377,0.595,0.652,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
SAR1A,0.469,0.619,0.781,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
ALDOA,0.618,0.672,1.02,2,hsa-miR-4722-3p,hsa-miR-6829-3p,,,,,
AKAP2,0.143,0.592,0.334,2,hsa-miR-4741,hsa-miR-6829-3p,,,,,
PALM2-AKAP2,0.132,0.592,0.318,2,hsa-miR-4741,hsa-miR-6829-3p,,,,,
PRRT2,0.177,0.592,0.382,2,hsa-miR-4741,hsa-miR-6829-3p,,,,,
CACNA1A,0.132,0.592,0.318,2,hsa-miR-4749-5p,hsa-miR-6829-3p,,,,,
ANGPTL3,0.173,0.592,0.377,2,hsa-miR-548h-5p,hsa-miR-6829-3p,,,,,
EFNA5,0.132,0.592,0.318,2,hsa-miR-548h-5p,hsa-miR-6829-3p,,,,,
KIAA1586,0.165,0.592,0.366,2,hsa-miR-548h-5p,hsa-miR-6829-3p,,,,,
SVOP,0.322,0.592,0.576,2,hsa-miR-548h-5p,hsa-miR-6829-3p,,,,,
MSANTD4,0.491,0.623,0.813,2,hsa-miR-548h-5p,hsa-miR-6829-3p,,,,,
RDH13,0.146,0.592,0.339,2,hsa-miR-5585-3p,hsa-miR-6829-3p,,,,,
AKR7A2,0.405,0.603,0.689,2,hsa-miR-5585-3p,hsa-miR-6829-3p,,,,,
RAB3C,0.062,0.592,0.205,2,hsa-miR-5587-5p,hsa-miR-6829-3p,,,,,
C14orf119,0.074,0.592,0.226,2,hsa-miR-5591-5p,hsa-miR-6829-3p,,,,,
METTL14,0.224,0.592,0.447,2,hsa-miR-6769b-5p,hsa-miR-6829-3p,,,,,
OSBPL10,0.189,0.592,0.399,2,hsa-miR-6769b-5p,hsa-miR-6829-3p,,,,,
ZNF561,0.0802,0.592,0.237,2,hsa-miR-6769b-5p,hsa-miR-6829-3p,,,,,
NECAB3,0.181,0.592,0.388,2,hsa-miR-6847-3p,hsa-miR-6829-3p,,,,,
SIT1,0.121,0.592,0.302,2,hsa-miR-6847-3p,hsa-miR-6829-3p,,,,,
MYLK3,0.314,0.592,0.566,2,hsa-miR-7703,hsa-miR-6829-3p,,,,,
SLC35E1,0.128,0.592,0.312,2,hsa-miR-7703,hsa-miR-6829-3p,,,,,
TIRAP,0.139,0.592,0.329,2,hsa-miR-7703,hsa-miR-6829-3p,,,,,
UGGT1,0.358,0.595,0.625,2,hsa-miR-7703,hsa-miR-6829-3p,,,,,
HAUS3,0.439,0.611,0.738,2,hsa-miR-7703,hsa-miR-6829-3p,,,,,
SNRPD1,0.458,0.614,0.765,2,hsa-miR-7703,hsa-miR-6829-3p,,,,,
ANAPC16,0.128,0.592,0.312,2,hsa-miR-371b-5p,hsa-miR-6847-3p,,,,,
RALY,0.197,0.592,0.409,2,hsa-miR-412-3p,hsa-miR-6847-3p,,,,,
BUB1,0.162,0.592,0.361,2,hsa-miR-4282,hsa-miR-6847-3p,,,,,
INCENP,0.128,0.592,0.312,2,hsa-miR-4282,hsa-miR-6847-3p,,,,,
TMEM192,0.11,0.592,0.285,2,hsa-miR-4282,hsa-miR-6847-3p,,,,,
FRK,0.401,0.599,0.684,2,hsa-miR-4282,hsa-miR-6847-3p,,,,,
ZC3HAV1L,0.338,0.592,0.598,2,hsa-miR-449c-3p,hsa-miR-6847-3p,,,,,
ALDH5A1,0.0771,0.592,0.232,2,hsa-miR-4722-3p,hsa-miR-6847-3p,,,,,
PPTC7,0.216,0.592,0.436,2,hsa-miR-4749-5p,hsa-miR-6847-3p,,,,,
SHISA9,0.33,0.592,0.587,2,hsa-miR-548h-5p,hsa-miR-6847-3p,,,,,
ZNF711,0.177,0.592,0.382,2,hsa-miR-548h-5p,hsa-miR-6847-3p,,,,,
RAB32,0.362,0.595,0.63,2,hsa-miR-548h-5p,hsa-miR-6847-3p,,,,,
